restaurant_name,restaurant_latitude,restaurant_longitude,rating,price,category,tel,address,distance,source
Sanita Pizza Burger,38.398233,27.085825,3.7,₺₺,['Pizza'],902322242934.0,"Mustafa Kemal Sahil Bulv., No: 679, İzmir, Turkey",210.3139152057592,yelp
Blue Vela Restoran,38.398313,27.084348,4.0,₺₺,['Seafood'],902329999771.0,"Mustafa Kemal Sahil Bulvarı, 40/1 Sokak, Göztepe Vapur İskeleri Karşısı, 35260 İzmir, Turkey",111.51958824280248,yelp
Buzz 35 Bistro,38.3974726,27.085745,4.0,₺₺,"['Bars', 'Turkish']",905069799370.0,"Mithatpaşa Cad. No:1056 / B, Güzelyalı, 35290 İzmir, Turkey",259.025267914534,yelp
Güzelyalı Dürümcüsü,38.397997,27.080824,4.0,,"['Turkish', 'Kebab']",902322249991.0,"36. Sok. No: 1, Karakol Karşısı, 45000 İzmir, Turkey",288.0154363856355,yelp
Nail Gurme Şarküteri,38.3998299,27.0922794,4.0,,['Delis'],902322241795.0,"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",411.4639097249203,yelp
Arzu Pide Salonları,38.393092,27.085641,3.3,₺,['Turkish'],902322243055.0,"Hıfsızsıhha Mah. İnönü Cad., No: 665/A, İzmir, Turkey",698.8728818659224,yelp
ACO,38.398941,27.080633,5.0,,['Fast Food'],902322472833.0,"Mithat Paşa Cad., No: 1045/D, 35290 İzmir, Turkey",273.22899672835223,yelp
Siesta Cafe,38.398234,27.083353,3.8,₺₺,"['Coffee & Tea', 'Cafes']",902322475124.0,"Mithat Paşa Cad. No: 1132, 35290 İzmir, Turkey",112.87893006958384,yelp
Balıkçım,38.399097,27.091395,3.8,,['Seafood'],902322246715.0,"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",666.2327525899374,yelp
Nergiz Hanımın Mutfağı,38.3969,27.086511,4.0,,['Turkish'],902322482258.0,"Güzelyalı Mah., 57 Sok. No. 2/1-B Konak, 35290 İzmir, Turkey",351.0902342880108,yelp
Mani'nin Mutfağı,38.3933035,27.0891766,5.0,,"['Food Delivery Services', 'Turkish', 'Italian']",902322788807.0,"Esenyalı Mah., 52/72 Sok. No:36/1, 35150 İzmir, Turkey",808.3754159179998,yelp
Macır Köfte,38.399248,27.091058,5.0,,['Meatballs'],902324155155.0,"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",636.7884152118556,yelp
Sultan İnegöl Köftecisi,38.3973345,27.0884713,4.0,,['Meatballs'],902322247211.0,"Göztepe Mah., 77 Sok. No:2/A-B, 35290 İzmir, Turkey",460.7021272469013,yelp
Orkinos Restaurant,38.405359,27.098521,4.0,,['Seafood'],902322444606.0,"Çankaya Mah., M.Kemal Sahil Yolu Blv., Venüs Apt. No:437/A, 35280 İzmir, Turkey",596.2251298357623,yelp
The Winston Brasserie,38.398146,27.0833632,4.6,₺,"['Brasseries', 'Fast Food']",902322463044.0,"Mithatpaşa Cad. No:1130, Güzelyalı, 35290 İzmir, Turkey",953.2329909345532,yelp
Ora Lahmacun,38.399129,27.091337,4.3,₺,"['Kebab', 'Lahmacun', 'Pita']",902322444244.0,"Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",368.1700076265556,yelp
Kırçiçeği,38.402172,27.095546,5.0,,['Turkish'],902322433377.0,"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",219.58420936195927,yelp
Kafe Köşk,38.4055786,27.0984859,3.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",603.7437268730476,yelp
Pizza Venedik Express,38.402483,27.096024,4.8,,['Italian'],902322431717.0,"Mithat Paşa Cad. No: 836 / A, 35290 İzmir, Turkey",263.6332883144405,yelp
Calypso Cafe,38.4044570391798,27.0973072135962,4.0,,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902322443463.0,"Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",451.86530444834256,yelp
Göz Göz Döner,38.4019272,27.0951745,4.0,₺₺,['Turkish'],,"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",189.05138978792695,yelp
Köylü Kardeşler,38.3995705,27.092289,3.8,₺₺,['Delis'],902322462861.0,"Göztepe Mah., Mithat Paşa Cad. No: 821/ A, 35290 İzmir, Turkey",178.81966958914174,yelp
Kebire Ana,38.4060097,27.1031494,5.0,,['Cafeteria'],902322319610.0,"141. Sok. Goztepe, 35280 İzmir, Turkey",736.5882490058451,yelp
Chıcky Döner,38.402437,27.095986,4.0,,['Turkish'],902322204464.0,"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",259.70492730296945,yelp
Domino's Pizza,38.400875,27.098786,4.0,,['Pizza'],902322311515.0,"İnönü Cad., No: 431/A, İzmir, Turkey",521.9816545250442,yelp
Balıkçım,38.399097,27.091395,3.8,,['Seafood'],902322246715.0,"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",369.46047282511154,yelp
Macır Köfte,38.399248,27.091058,5.0,,['Meatballs'],902324155155.0,"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",366.79934792660185,yelp
Güzelyalı Köftecisi Erdal Usta,38.4001115,27.0924162,4.0,₺,['Meatballs'],905534366415.0,"Mithatpaşa Cad. Göztepe, 35290 İzmir, Turkey",234.32438905431468,yelp
Cafe Villa Fırat,38.4002115833466,27.0939450427613,5.0,,"['Coffee & Tea', 'Cafes']",,"Mithatpaşa Cd. No: 753, Susuzdere Parkı, 35290 Izmir, Turkey",231.38614551569307,yelp
Cafe Levent,38.3974826,27.0856024,4.3,₺,"['Cafes', 'Coffee & Tea']",902322245330.0,"Mithatpaşa Cad. No:1054, Güzelyalı, 35290 İzmir, Turkey",830.3432203529217,yelp
Muzom Restaurant Cafe Bar,38.3988017,27.090974,3.0,₺₺,['Turkish'],902322483838.0,"Mithatpaşa Cad.  No. 956, Göztepe, 35290 İzmir, Turkey",414.4274746456425,yelp
Nail Gurme Şarküteri,38.3998299,27.0922794,4.0,,['Delis'],902322241795.0,"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",624.5664124673768,yelp
Seas Tea,38.398734,27.083449,5.0,,"['Bars', 'Cafes', 'Coffee & Tea']",,"Güzelyalı Mah., Otopark İç Yolu No:719, 35290 İzmir, Turkey",917.5862535404616,yelp
Orkinos Restaurant,38.405359,27.098521,4.0,,['Seafood'],902322444606.0,"Çankaya Mah., M.Kemal Sahil Yolu Blv., Venüs Apt. No:437/A, 35280 İzmir, Turkey",98.11080789756906,yelp
Kafe Köşk,38.4055786,27.0984859,3.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",73.60671374280246,yelp
Kebire Ana,38.4060097,27.1031494,5.0,,['Cafeteria'],902322319610.0,"141. Sok. Goztepe, 35280 İzmir, Turkey",273.8558681853839,yelp
Coffeemania,38.401615130046,27.1084373341064,5.0,₺,"['Cafes', 'Coffee & Tea']",902322272422.0,"İnönü Cad No: 277, Hatay, 35320 İzmir, Turkey",983.9790442553076,yelp
Calypso Cafe,38.4044570391798,27.0973072135962,4.0,,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902322443463.0,"Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",234.42183224763912,yelp
Pizza Venedik Express,38.402483,27.096024,4.8,,['Italian'],902322431717.0,"Mithat Paşa Cad. No: 836 / A, 35290 İzmir, Turkey",479.9967789104399,yelp
Kırçiçeği,38.402172,27.095546,5.0,,['Turkish'],902322433377.0,"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",531.1490503070355,yelp
Meşhur Kuyum Pide,38.401461,27.10635,4.4,,['Pita'],902322328987.0,"İnönü Cad. No: 297/B, Karabağlar, 35150 İzmir, Turkey",844.6035942020375,yelp
Domino's Pizza,38.400875,27.098786,4.0,,['Pizza'],902322311515.0,"İnönü Cad., No: 431/A, İzmir, Turkey",593.8447170581214,yelp
Göz Göz Döner,38.4019272,27.0951745,4.0,₺₺,['Turkish'],,"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",571.5712947387383,yelp
Nokta Balık Pişiricisi,38.401062,27.106487,4.0,,['Seafood'],902322327277.0,"234. Sok. No: 2/B, Hatay, 35100 İzmir, Turkey",882.1037032771947,yelp
Chıcky Döner,38.402437,27.095986,4.0,,['Turkish'],902322204464.0,"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",486.0830144390311,yelp
Sahil Restaurant,38.407624,27.1041991,3.0,₺₺₺,['Seafood'],902324836071.0,"Mitahatpaşa Mah., Mustafa Kemal Sahil Bulv.No 225  Küçükyalı, 35280 İzmir, Turkey",496.5687692072848,yelp
Ora Lahmacun,38.399129,27.091337,4.3,₺,"['Kebab', 'Lahmacun', 'Pita']",902322444244.0,"Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",1021.1925267255112,yelp
Karma,38.4036217,27.0970287,4.4,₺₺,"['Coffee & Tea', 'Cafes']",902322446622.0,"Göztepe Mah., Mithat Paşa Cad. No: 816/A, 35280 İzmir, Turkey",305.0639858312392,yelp
Çekirdek Kahve,38.4031,27.100085,3.0,,"['Coffee & Tea', 'Cafes']",,"Küçükyalı, 35280 İzmir, Turkey",364.3221870201808,yelp
Waffle Home Cafe,38.4011075077523,27.1066694338375,4.0,,"['Cafes', 'Coffee & Tea']",,"234 Sok., 35030 İzmir, Turkey",891.0144758347595,yelp
Papağan Cafe,38.4034882,27.1009502,4.0,₺,"['Coffee & Tea', 'Cafes']",902324468572.0,"Çankaya Mah., A Blok SSK Konak Tesisleri No: 5 D: D1-K K: Zemin, İzmir, Turkey",305.0639858312392,yelp
Alabi Restorant,38.3988,27.108747,4.0,,['Turkish'],902322565200.0,"Ali Rıza Avani  Bulv., Gazeteci Hasan Tahsin Cd. Bahçelievler, 35150 İzmir, Turkey",1196.903255625388,yelp
İzmirspor Lokantası,38.403034,27.108461,4.0,₺,['Turkish'],902322312140.0,"233 Sok. No: 6/ A, 35100 İzmir, Turkey",913.8650587934058,yelp
Asansör Restoran,38.408679,27.117661,4.0,₺₺,['French'],902322612662.0,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",756.1978145496915,yelp
Girit Sofrası,38.40928,27.111763,3.5,₺,['Turkish'],902322343484.0,"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",243.27472298584763,yelp
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],902322483797.0,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",1012.4852353611632,yelp
Kebire Ana,38.4060097,27.1031494,5.0,,['Cafeteria'],902322319610.0,"141. Sok. Goztepe, 35280 İzmir, Turkey",864.6215066010415,yelp
